"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm30729",0,NA,NA,NA,NA,NA
"Pdxk-ps",0,NA,NA,NA,NA,NA
"Rrp1b",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Hsf2bp",0,NA,NA,NA,NA,NA
"Gm30571",0,NA,NA,NA,NA,NA
"2310015A16Rik",0,NA,NA,NA,NA,NA
"Gm41566",0,NA,NA,NA,NA,NA
"Gm30509",0,NA,NA,NA,NA,NA
"Gm41565",0,NA,NA,NA,NA,NA
"Sik1",0,NA,NA,NA,NA,NA
"Gm41564",0,NA,NA,NA,NA,NA
"Gm41563",0,NA,NA,NA,NA,NA
"Gm30316",0,NA,NA,NA,NA,NA
"Gm30255",0,NA,NA,NA,NA,NA
"Gm30187",0,NA,NA,NA,NA,NA
"Cryaa",0,NA,NA,NA,NA,NA
"U2af1",0,NA,NA,NA,NA,NA
"Rps2-ps8",0,NA,NA,NA,NA,NA
"Cbs",0,NA,NA,NA,NA,NA
"Pknox1",0,NA,NA,NA,NA,NA
"LOC118568325",0,NA,NA,NA,NA,NA
"Ndufv3",0,NA,NA,NA,NA,NA
"Wdr4",0,NA,NA,NA,NA,NA
"Gm9902",0,NA,NA,NA,NA,NA
"Pde9a",0,NA,NA,NA,NA,NA
"Gm30139",0,NA,NA,NA,NA,NA
"Slc37a1",0,NA,NA,NA,NA,NA
"Rsph1",0,NA,NA,NA,NA,NA
"Ubash3a",0,NA,NA,NA,NA,NA
"Tmprss3",0,NA,NA,NA,NA,NA
"Tff1",0,NA,NA,NA,NA,NA
"Gm15318",0,NA,NA,NA,NA,NA
"Tff2",0,NA,NA,NA,NA,NA
"Tff3",0,NA,NA,NA,NA,NA
"Abcg1",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Umodl1",0,NA,NA,NA,NA,NA
"Gm41562",0,NA,NA,NA,NA,NA
"Glp1r",0,NA,NA,NA,NA,NA
"Gm41561",0,NA,NA,NA,NA,NA
"Gm24661",0,NA,NA,NA,NA,NA
"Dnah8",0,NA,NA,NA,NA,NA
"1700097N02Rik",0,NA,NA,NA,NA,NA
"Gm8373",0,NA,NA,NA,NA,NA
"Glo1",0,NA,NA,NA,NA,NA
"Gm6402",0,NA,NA,NA,NA,NA
"Gm25049",0,NA,NA,NA,NA,NA
"Btbd9",0,NA,NA,NA,NA,NA
"Tuba-rs1",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"LOC118568324",0,NA,NA,NA,NA,NA
"Zfand3",0,NA,NA,NA,NA,NA
"Gm22327",0,NA,NA,NA,NA,NA
"Gm41559",0,NA,NA,NA,NA,NA
"Mdga1",0,NA,NA,NA,NA,NA
"Ccdc167",0,NA,NA,NA,NA,NA
"Cmtr1",0,NA,NA,NA,NA,NA
"Gm20161",0,NA,NA,NA,NA,NA
"Rnf8",0,NA,NA,NA,NA,NA
"Gm28043",0,NA,NA,NA,NA,NA
"Mir7667",0,NA,NA,NA,NA,NA
"Tbc1d22bos",0,NA,NA,NA,NA,NA
"Tbc1d22b",0,NA,NA,NA,NA,NA
"Tmem217",0,NA,NA,NA,NA,NA
"Pim1",0,NA,NA,NA,NA,NA
"Gm26885",0.142229865807183,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Gm36199",0,NA,NA,NA,NA,NA
"Gm36486",0,NA,NA,NA,NA,NA
"Fgd2",0,NA,NA,NA,NA,NA
"Mtch1",0,NA,NA,NA,NA,NA
"Gm46603",0,NA,NA,NA,NA,NA
"Pi16",0,NA,NA,NA,NA,NA
"Gm10045",0,NA,NA,NA,NA,NA
"LOC115488789",0,NA,NA,NA,NA,NA
"BC004004",0,NA,NA,NA,NA,NA
"Ppil1",0,NA,NA,NA,NA,NA
"Gm41557",0,NA,NA,NA,NA,NA
"Cpne5",0,NA,NA,NA,NA,NA
"Gm18271",0,NA,NA,NA,NA,NA
"Rpl35a-ps3",0,NA,NA,NA,NA,NA
"Rab44",0.649488764416182,1.55747143675328,3.95785708592843,0.393513813899607,0.693940023250071,0.977178756916937
"Cdkn1a",0,NA,NA,NA,NA,NA
"Trp53cor1",0,NA,NA,NA,NA,NA
"Gm41556",0,NA,NA,NA,NA,NA
"Srsf3",0,NA,NA,NA,NA,NA
"Gm16196",2.8515518899653,-0.357361602449244,2.37102670669072,-0.150720192834951,0.880196443623358,0.991147707420276
"Gm23887",0,NA,NA,NA,NA,NA
"Stk38",0,NA,NA,NA,NA,NA
"Kctd20",0,NA,NA,NA,NA,NA
"Pxt1",0,NA,NA,NA,NA,NA
"Gm16191",0,NA,NA,NA,NA,NA
"1700030A11Rik",0,NA,NA,NA,NA,NA
"Bnip5",0,NA,NA,NA,NA,NA
"Pnpla1",0,NA,NA,NA,NA,NA
"Gm35883",0.142229865807183,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Brpf3",0,NA,NA,NA,NA,NA
"Mapk13",0,NA,NA,NA,NA,NA
"Gm4356",0,NA,NA,NA,NA,NA
"Mapk14",0,NA,NA,NA,NA,NA
"Slc26a8",0,NA,NA,NA,NA,NA
"Srpk1",0,NA,NA,NA,NA,NA
"Lhfpl5",0,NA,NA,NA,NA,NA
"Mir6969",0,NA,NA,NA,NA,NA
"Clps",0,NA,NA,NA,NA,NA
"Clpsl2",0,NA,NA,NA,NA,NA
"Armc12",0,NA,NA,NA,NA,NA
"Gm41506",0,NA,NA,NA,NA,NA
"E230001N04Rik",0,NA,NA,NA,NA,NA
"Gm22146",0,NA,NA,NA,NA,NA
"Fkbp5",0,NA,NA,NA,NA,NA
"Tulp1",5.14122509361236,5.89092722132147,3.06317273963713,1.92314561470644,0.054461765091652,0.977178756916937
"Tead3",0,NA,NA,NA,NA,NA
"Rpl10a",0,NA,NA,NA,NA,NA
"Fance",0,NA,NA,NA,NA,NA
"1810013A23Rik",0,NA,NA,NA,NA,NA
"Ppard",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Def6",0,NA,NA,NA,NA,NA
"Zfp523",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Scube3",0,NA,NA,NA,NA,NA
"4930526A20Rik",0,NA,NA,NA,NA,NA
"Tcp11",0,NA,NA,NA,NA,NA
"Gm35290",0,NA,NA,NA,NA,NA
"Anks1",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Taf11",0,NA,NA,NA,NA,NA
"Uhrf1bp1",0,NA,NA,NA,NA,NA
"Snrpc",0,NA,NA,NA,NA,NA
"Rps2-ps9",0,NA,NA,NA,NA,NA
"Ilrun",0,NA,NA,NA,NA,NA
"Spdef",0,NA,NA,NA,NA,NA
"Pacsin1",0.2914487444662,0.0774811455462371,4.0804728567969,0.0189882761791138,0.98485045797882,0.992447937817757
"Gm15420",0,NA,NA,NA,NA,NA
"Rps10",0,NA,NA,NA,NA,NA
"Nudt3",0,NA,NA,NA,NA,NA
"AI413582",0,NA,NA,NA,NA,NA
"Hmga1",0,NA,NA,NA,NA,NA
"Gm9703",0,NA,NA,NA,NA,NA
"Gm16005",0,NA,NA,NA,NA,NA
"Grm4",0,NA,NA,NA,NA,NA
"Gm35007",0,NA,NA,NA,NA,NA
"Mir7218",0,NA,NA,NA,NA,NA
"Mir7217",0,NA,NA,NA,NA,NA
"Mir7216",0,NA,NA,NA,NA,NA
"Gm10505",1.35219214650904,2.779491873923,3.462531251839,0.802734090110168,0.422128444669053,0.977178756916937
"Mir7214",0,NA,NA,NA,NA,NA
"9630028I04Rik",0,NA,NA,NA,NA,NA
"Gm34736",0,NA,NA,NA,NA,NA
"Lemd2",0,NA,NA,NA,NA,NA
"Ip6k3",0,NA,NA,NA,NA,NA
"Uqcc2",0,NA,NA,NA,NA,NA
"Itpr3os",0,NA,NA,NA,NA,NA
"Mir7677",0,NA,NA,NA,NA,NA
"Itpr3",0,NA,NA,NA,NA,NA
"Bak1",0,NA,NA,NA,NA,NA
"Ggnbp1",0,NA,NA,NA,NA,NA
"Zbtb9",0,NA,NA,NA,NA,NA
"Gm51291",0,NA,NA,NA,NA,NA
"Mir3083",0,NA,NA,NA,NA,NA
"Syngap1",0.384538094446552,2.12743401756828,4.02229560895437,0.528910409476672,0.596867600540282,0.977178756916937
"Cuta",0,NA,NA,NA,NA,NA
"Mir6968",0,NA,NA,NA,NA,NA
"Phf1",0,NA,NA,NA,NA,NA
"Gm27775",0,NA,NA,NA,NA,NA
"Kifc5b",0,NA,NA,NA,NA,NA
"Gm41555",5.22022707309992,-5.8397542237009,3.05767127323871,-1.9098698656103,0.0561499708981308,0.977178756916937
"Gm29819",0,NA,NA,NA,NA,NA
"Gm17382",0,NA,NA,NA,NA,NA
"LOC115488773",0,NA,NA,NA,NA,NA
"Nkx2-5",0,NA,NA,NA,NA,NA
"Bnip1",0,NA,NA,NA,NA,NA
"Crebrf",0,NA,NA,NA,NA,NA
"Atp6v0e",0,NA,NA,NA,NA,NA
"Gm41553",0,NA,NA,NA,NA,NA
"Ergic1",0,NA,NA,NA,NA,NA
"Gm8225",0,NA,NA,NA,NA,NA
"1700049J03Rik",0,NA,NA,NA,NA,NA
"Gm34606",0,NA,NA,NA,NA,NA
"Dusp1",0,NA,NA,NA,NA,NA
"Gm34455",0,NA,NA,NA,NA,NA
"Neurl1b",0,NA,NA,NA,NA,NA
"LOC118568323",0,NA,NA,NA,NA,NA
"Hba-ps4",0,NA,NA,NA,NA,NA
"Gm16580",0,NA,NA,NA,NA,NA
"Luc7l",0,NA,NA,NA,NA,NA
"LOC118568322",0,NA,NA,NA,NA,NA
"Gm3946",0,NA,NA,NA,NA,NA
"Gm23123",0,NA,NA,NA,NA,NA
"Fam234a",0,NA,NA,NA,NA,NA
"Rgs11",0,NA,NA,NA,NA,NA
"Arhgdig",0,NA,NA,NA,NA,NA
"Pdia2",0,NA,NA,NA,NA,NA
"Axin1",0,NA,NA,NA,NA,NA
"Mrpl28",0,NA,NA,NA,NA,NA
"Pgap6",0,NA,NA,NA,NA,NA
"Gm8186",0,NA,NA,NA,NA,NA
"Nme4",0,NA,NA,NA,NA,NA
"Decr2",0,NA,NA,NA,NA,NA
"Gm17814",0,NA,NA,NA,NA,NA
"Rab11fip3",5.69840937278842,-4.01569648055168,2.2826255876032,-1.75924448685788,0.0785359910777729,0.977178756916937
"1700022N22Rik",0.252810470990394,-1.55434869377578,4.05575091643535,-0.383245600087769,0.701537670328089,0.977178756916937
"Capn15",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"D630044L22Rik",0,NA,NA,NA,NA,NA
"A930017K11Rik",0,NA,NA,NA,NA,NA
"Nhlrc4",0,NA,NA,NA,NA,NA
"Pigq",0,NA,NA,NA,NA,NA
"Cox7c-ps1",0,NA,NA,NA,NA,NA
"Rab40c",0,NA,NA,NA,NA,NA
"Wfikkn1",1.62450658088198,-1.25324236774807,2.14059573267639,-0.585464293241929,0.558235569009332,0.977178756916937
"Mettl26",0,NA,NA,NA,NA,NA
"n-TGccc7",0,NA,NA,NA,NA,NA
"Mcrip2",0,NA,NA,NA,NA,NA
"Wdr90",0,NA,NA,NA,NA,NA
"Rhot2",0,NA,NA,NA,NA,NA
"Rhbdl1",0,NA,NA,NA,NA,NA
"Mir3082",0,NA,NA,NA,NA,NA
"Stub1",0,NA,NA,NA,NA,NA
"Jmjd8",0,NA,NA,NA,NA,NA
"Wdr24",0,NA,NA,NA,NA,NA
"Fbxl16",0,NA,NA,NA,NA,NA
"Metrn",0,NA,NA,NA,NA,NA
"Antkmt",0,NA,NA,NA,NA,NA
"Ccdc78",0,NA,NA,NA,NA,NA
"Mir6966",0,NA,NA,NA,NA,NA
"Haghl",0,NA,NA,NA,NA,NA
"Ciao3",0,NA,NA,NA,NA,NA
"Gm41550",0,NA,NA,NA,NA,NA
"Msln",0,NA,NA,NA,NA,NA
"Mslnl",0,NA,NA,NA,NA,NA
"Rpusd1",0,NA,NA,NA,NA,NA
"Chtf18",0,NA,NA,NA,NA,NA
"Gng13",0,NA,NA,NA,NA,NA
"Gm5836",0,NA,NA,NA,NA,NA
"4930541O19Rik",0,NA,NA,NA,NA,NA
"Gm22645",0,NA,NA,NA,NA,NA
"Lmf1",0.142229865807183,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Cerox1",0.154358237503173,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Sox8",0,NA,NA,NA,NA,NA
"Rpsa-ps6",0,NA,NA,NA,NA,NA
"Gm33801",0,NA,NA,NA,NA,NA
"Gm33727",0,NA,NA,NA,NA,NA
"LOC118568321",0,NA,NA,NA,NA,NA
"Sstr5",0,NA,NA,NA,NA,NA
"Tekt4",0,NA,NA,NA,NA,NA
"Gm33617",0,NA,NA,NA,NA,NA
"Cacna1h",0,NA,NA,NA,NA,NA
"Tpsg1",0,NA,NA,NA,NA,NA
"Tpsb2",0,NA,NA,NA,NA,NA
"Tpsab1",0,NA,NA,NA,NA,NA
"Gm5430",0,NA,NA,NA,NA,NA
"Prss29",0,NA,NA,NA,NA,NA
"Prss28",0,NA,NA,NA,NA,NA
"Gm25921",0,NA,NA,NA,NA,NA
"Prss34",0,NA,NA,NA,NA,NA
"Gm17801",0,NA,NA,NA,NA,NA
"Ube2i",0,NA,NA,NA,NA,NA
"Mir3547",0,NA,NA,NA,NA,NA
"Baiap3",0,NA,NA,NA,NA,NA
"Tsr3",0,NA,NA,NA,NA,NA
"Gnptg",0,NA,NA,NA,NA,NA
"Unkl",0,NA,NA,NA,NA,NA
"Gm52286",0,NA,NA,NA,NA,NA
"BC003965",0,NA,NA,NA,NA,NA
"Percc1",0,NA,NA,NA,NA,NA
"Ccdc154",0,NA,NA,NA,NA,NA
"Mir12188",0,NA,NA,NA,NA,NA
"Clcn7",0.154358237503173,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Ptx4",0,NA,NA,NA,NA,NA
"Telo2",0,NA,NA,NA,NA,NA
"Tmem204",0,NA,NA,NA,NA,NA
"Ift140",0.284459731614366,1.74940554086417,4.05619988957793,0.431291748061806,0.666256249692967,0.977178756916937
"Cramp1l",48.9954238515939,2.00148067706359,1.71341982744871,1.16812041333956,0.242758197289645,0.977178756916937
"Jpt2",0,NA,NA,NA,NA,NA
"Mapk8ip3",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Nme3",0,NA,NA,NA,NA,NA
"Mrps34",0,NA,NA,NA,NA,NA
"Eme2",0,NA,NA,NA,NA,NA
"Spsb3",0,NA,NA,NA,NA,NA
"Nubp2",0,NA,NA,NA,NA,NA
"Igfals",0,NA,NA,NA,NA,NA
"Gm41549",0,NA,NA,NA,NA,NA
"Fahd1",0,NA,NA,NA,NA,NA
"Hagh",0.572212217464571,-1.22453060617885,3.46451904495761,-0.353448946387256,0.723751896719257,0.977178756916937
"Meiob",0,NA,NA,NA,NA,NA
"Hs3st6",0,NA,NA,NA,NA,NA
"Msrb1",0,NA,NA,NA,NA,NA
"Rpl3l",0,NA,NA,NA,NA,NA
"Ndufb10",0,NA,NA,NA,NA,NA
"Snora64",0,NA,NA,NA,NA,NA
"Rps2",0,NA,NA,NA,NA,NA
"Snora78",0,NA,NA,NA,NA,NA
"Snhg9",0,NA,NA,NA,NA,NA
"Rnf151",0,NA,NA,NA,NA,NA
"Tbl3",0,NA,NA,NA,NA,NA
"Noxo1",0,NA,NA,NA,NA,NA
"Gfer",0,NA,NA,NA,NA,NA
"Syngr3",0,NA,NA,NA,NA,NA
"Zfp598",5.76137304224782,1.64718826119222,2.78168369600215,0.592155126608953,0.553746715046962,0.977178756916937
"Npw",0,NA,NA,NA,NA,NA
"Slc9a3r2",2.56341959658444,3.09790828538503,3.23584212394239,0.957373124746488,0.338378958403636,0.977178756916937
"Nthl1",0,NA,NA,NA,NA,NA
"Tsc2",23.6759805475756,0.0161759313557982,1.26593059594248,0.0127778974674005,0.989804990323123,0.994947575861759
"LOC115488769",0,NA,NA,NA,NA,NA
"Pkd1",0.605304578316703,-1.38612569215638,3.99679234119165,-0.346809534703797,0.728734413549219,0.977178756916937
"Gm33508",0,NA,NA,NA,NA,NA
"Rab26",0,NA,NA,NA,NA,NA
"LOC115488833",0,NA,NA,NA,NA,NA
"Rab26os",0,NA,NA,NA,NA,NA
"Traf7",0.47375998397735,-0.802523359113941,4.04075493325102,-0.198607283136635,0.842569955990071,0.978997858562265
"Caskin1",2.15251609822578,2.02980376106671,2.10989393081039,0.962040665374623,0.336029177210931,0.977178756916937
"Bricd5",0,NA,NA,NA,NA,NA
"Mlst8",0.192269047223276,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Pgp",0,NA,NA,NA,NA,NA
"4833447I15Rik",0,NA,NA,NA,NA,NA
"E4f1",0,NA,NA,NA,NA,NA
"Dnase1l2",0,NA,NA,NA,NA,NA
"Eci1",0,NA,NA,NA,NA,NA
"Rnps1",0,NA,NA,NA,NA,NA
"D330041H03Rik",0,NA,NA,NA,NA,NA
"Gm25618",0,NA,NA,NA,NA,NA
"Abca3",1.77684032520523,3.29392004727717,3.35384518868015,0.982132406825083,0.326034622038088,0.977178756916937
"Abca17",0.516289330186194,-0.957036954755416,3.60176192974097,-0.265713551707245,0.790459825715082,0.977178756916937
"Mir6965",0,NA,NA,NA,NA,NA
"Mir5134",0,NA,NA,NA,NA,NA
"Ccnf",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Tedc2",0,NA,NA,NA,NA,NA
"Ntn3",0.395040336797577,-0.592565900293535,4.05575054227073,-0.146105115222833,0.883838408388553,0.991147707420276
"Tbc1d24",0,NA,NA,NA,NA,NA
"Atp6v0c",0,NA,NA,NA,NA,NA
"Amdhd2",0,NA,NA,NA,NA,NA
"Gm33409",0,NA,NA,NA,NA,NA
"Pdpk1",0,NA,NA,NA,NA,NA
"Kctd5",0,NA,NA,NA,NA,NA
"Prss27",0,NA,NA,NA,NA,NA
"Gm5225",0,NA,NA,NA,NA,NA
"Gm25092",0,NA,NA,NA,NA,NA
"Gm41547",0,NA,NA,NA,NA,NA
"Prss22",0,NA,NA,NA,NA,NA
"Prss30",0,NA,NA,NA,NA,NA
"Gm41546",0,NA,NA,NA,NA,NA
"Sbpl",0,NA,NA,NA,NA,NA
"Sbp",16.0010721003523,4.63529355524956,2.77043225587335,1.67313008481716,NA,NA
"Dcpp3",0,NA,NA,NA,NA,NA
"Gm41545",0,NA,NA,NA,NA,NA
"Gm50059",2.55953858825622,-4.80361094262614,3.70621583021902,-1.29609584618883,0.1949424658876,0.977178756916937
"Dcpp2",0,NA,NA,NA,NA,NA
"LOC115488811",0,NA,NA,NA,NA,NA
"Dcpp1",0,NA,NA,NA,NA,NA
"Prss21",0,NA,NA,NA,NA,NA
"Prss32",0,NA,NA,NA,NA,NA
"Prss41",0,NA,NA,NA,NA,NA
"Prss33",0,NA,NA,NA,NA,NA
"Elob",0,NA,NA,NA,NA,NA
"Mir5125",0,NA,NA,NA,NA,NA
"Srrm2",0,NA,NA,NA,NA,NA
"Gm52285",0,NA,NA,NA,NA,NA
"Flywch2",0,NA,NA,NA,NA,NA
"Flywch1",0,NA,NA,NA,NA,NA
"9530082P21Rik",0,NA,NA,NA,NA,NA
"Kremen2",0,NA,NA,NA,NA,NA
"Paqr4",0,NA,NA,NA,NA,NA
"Pkmyt1",0,NA,NA,NA,NA,NA
"1520401A03Rik",0,NA,NA,NA,NA,NA
"Cldn9",0,NA,NA,NA,NA,NA
"Cldn6",0,NA,NA,NA,NA,NA
"Tnfrsf12a",0,NA,NA,NA,NA,NA
"Hcfc1r1",0,NA,NA,NA,NA,NA
"Thoc6",0,NA,NA,NA,NA,NA
"Bicdl2",0,NA,NA,NA,NA,NA
"Gm7773",0,NA,NA,NA,NA,NA
"Mmp25",0,NA,NA,NA,NA,NA
"Gm7912",0,NA,NA,NA,NA,NA
"Zscan10",2.28923858265838,2.67539219692137,3.26912085627541,0.818382774618347,0.413138654408094,0.977178756916937
"Zfp13",0,NA,NA,NA,NA,NA
"Zfp213",0,NA,NA,NA,NA,NA
"Casp16",0,NA,NA,NA,NA,NA
"6330415G19Rik",0,NA,NA,NA,NA,NA
"n-TRccg2",0,NA,NA,NA,NA,NA
"n-TRcct2",0,NA,NA,NA,NA,NA
"n-TKctt14",0,NA,NA,NA,NA,NA
"n-TPtgg6",0,NA,NA,NA,NA,NA
"n-TPcgg1",0,NA,NA,NA,NA,NA
"Gm41543",0,NA,NA,NA,NA,NA
"n-TKctt12",0,NA,NA,NA,NA,NA
"n-TKctt13",0.628118221480523,-1.3861372748638,3.99009707372068,-0.347394373934681,0.728295059428099,0.977178756916937
"Gm7898",0,NA,NA,NA,NA,NA
"Olfr752-ps1",0,NA,NA,NA,NA,NA
"Vmn2r117",0,NA,NA,NA,NA,NA
"Vmn2r-ps134",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Vmn2r116",0,NA,NA,NA,NA,NA
"Vmn2r115",0,NA,NA,NA,NA,NA
"Vmn2r114",0,NA,NA,NA,NA,NA
"Vmn2r-ps133",0.435121710501544,-2.26561427274174,4.00199915472035,-0.566120627504245,0.571311781781285,0.977178756916937
"Zfp40",0,NA,NA,NA,NA,NA
"Vmn2r-ps132",0,NA,NA,NA,NA,NA
"Gm3748",0,NA,NA,NA,NA,NA
"Vmn2r-ps131",0,NA,NA,NA,NA,NA
"Gm18416",0,NA,NA,NA,NA,NA
"Gm18397",0,NA,NA,NA,NA,NA
"Vmn2r130",0,NA,NA,NA,NA,NA
"Gm18396",0,NA,NA,NA,NA,NA
"Gm18415",0,NA,NA,NA,NA,NA
"Vmn2r-ps129",0,NA,NA,NA,NA,NA
"Vmn2r113",0,NA,NA,NA,NA,NA
"Vmn2r-ps128",0.165043508971003,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Gm18214",0,NA,NA,NA,NA,NA
"Gm32892",0,NA,NA,NA,NA,NA
"Zfp945",0,NA,NA,NA,NA,NA
"Gm16386",0,NA,NA,NA,NA,NA
"Gm5493",0,NA,NA,NA,NA,NA
"Gm5224",0,NA,NA,NA,NA,NA
"Gm20008",0,NA,NA,NA,NA,NA
"Gm9805",0,NA,NA,NA,NA,NA
"Vmn2r112",0,NA,NA,NA,NA,NA
"Vmn2r111",0,NA,NA,NA,NA,NA
"Gm30818",0,NA,NA,NA,NA,NA
"Gm19012",0,NA,NA,NA,NA,NA
"Zfp946",0,NA,NA,NA,NA,NA
"Zfp758",0,NA,NA,NA,NA,NA
"Zfp944",0,NA,NA,NA,NA,NA
"LOC118568320",0,NA,NA,NA,NA,NA
"Gm7072",0,NA,NA,NA,NA,NA
"Zfp994",0.142229865807183,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Gm52309",0,NA,NA,NA,NA,NA
"Gm9514",0,NA,NA,NA,NA,NA
"Zfp947",136.325058020326,-1.83475182305885,1.84973244465575,-0.99190119541873,0.321245725927302,0.977178756916937
"Gm7818",0,NA,NA,NA,NA,NA
"Gm7052",0,NA,NA,NA,NA,NA
"Gm9620",0,NA,NA,NA,NA,NA
"Gm9772",0,NA,NA,NA,NA,NA
"Gm7809",0,NA,NA,NA,NA,NA
"Gm7805",0,NA,NA,NA,NA,NA
"Zfp943",0,NA,NA,NA,NA,NA
"Zfp942",0,NA,NA,NA,NA,NA
"Gm6540",0,NA,NA,NA,NA,NA
"Zfp995",0,NA,NA,NA,NA,NA
"Gm31758",0,NA,NA,NA,NA,NA
"Zfp820",0,NA,NA,NA,NA,NA
"Gm18270",0,NA,NA,NA,NA,NA
"Zfp229",2.98950774154341,-1.54698849567814,1.956337116611,-0.790757626864441,0.429085440939071,0.977178756916937
"Zfp760",0,NA,NA,NA,NA,NA
"Gm10509",0,NA,NA,NA,NA,NA
"LOC118568319",0,NA,NA,NA,NA,NA
"Zfp983",0,NA,NA,NA,NA,NA
"Gm41541",0,NA,NA,NA,NA,NA
"Gm30531",0,NA,NA,NA,NA,NA
"Zfp948",0,NA,NA,NA,NA,NA
"Zfp52",0,NA,NA,NA,NA,NA
"9330136K24Rik",0,NA,NA,NA,NA,NA
"Zfp53",0,NA,NA,NA,NA,NA
"Gm52290",0,NA,NA,NA,NA,NA
"Zfp51",0,NA,NA,NA,NA,NA
"Zfp54",0,NA,NA,NA,NA,NA
"Gm18519",0,NA,NA,NA,NA,NA
"Zfp677",0,NA,NA,NA,NA,NA
"Gm18269",0,NA,NA,NA,NA,NA
"Vmn1r-ps150",0,NA,NA,NA,NA,NA
"Vmn1r237",0,NA,NA,NA,NA,NA
"Vmn1r236",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Vmn1r-ps149",0,NA,NA,NA,NA,NA
"Vmn1r235",0,NA,NA,NA,NA,NA
"Vmn1r-ps148",0,NA,NA,NA,NA,NA
"Vmn1r234",0,NA,NA,NA,NA,NA
"Vmn1r-ps147",0,NA,NA,NA,NA,NA
"Gm41539",0,NA,NA,NA,NA,NA
"Gm7742",0,NA,NA,NA,NA,NA
"Gm7740",0,NA,NA,NA,NA,NA
"Gm7736",0,NA,NA,NA,NA,NA
"Gm7732",0,NA,NA,NA,NA,NA
"Gm6811",0,NA,NA,NA,NA,NA
"Gm5092",0.126405235495197,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Vmn1r-ps146",0,NA,NA,NA,NA,NA
"Gm5681",0,NA,NA,NA,NA,NA
"Gm6809",0,NA,NA,NA,NA,NA
"Zfp160",0,NA,NA,NA,NA,NA
"Vmn1r233",0,NA,NA,NA,NA,NA
"Vmn1r-ps145",0,NA,NA,NA,NA,NA
"Ppp2r1a",0,NA,NA,NA,NA,NA
"Vmn1r-ps144",0,NA,NA,NA,NA,NA
"Vmn1r232",0,NA,NA,NA,NA,NA
"Vmn1r231",0,NA,NA,NA,NA,NA
"Vmn1r230",0,NA,NA,NA,NA,NA
"Vmn1r229",0,NA,NA,NA,NA,NA
"Vmn1r228",0,NA,NA,NA,NA,NA
"Vmn1r227",1.54325659495512,-2.94021670260745,3.42682565250486,-0.858000085431333,0.390892416253055,0.977178756916937
"Vmn1r226",0,NA,NA,NA,NA,NA
"Gm52311",0,NA,NA,NA,NA,NA
"Gm5492",0,NA,NA,NA,NA,NA
"Fpr-rs3",0,NA,NA,NA,NA,NA
"Vmn2r110",0,NA,NA,NA,NA,NA
"Gm5145",0,NA,NA,NA,NA,NA
"Vmn2r109",0,NA,NA,NA,NA,NA
"Vmn1r225",0,NA,NA,NA,NA,NA
"Vmn2r108",0,NA,NA,NA,NA,NA
"Vmn1r-ps143",0,NA,NA,NA,NA,NA
"Vmn1r-ps142",0,NA,NA,NA,NA,NA
"Vmn1r224",0,NA,NA,NA,NA,NA
"Vmn1r-ps141",0,NA,NA,NA,NA,NA
"Gm7217",0,NA,NA,NA,NA,NA
"Vmn2r107",0,NA,NA,NA,NA,NA
"Vmn2r-ps127",0,NA,NA,NA,NA,NA
"Vmn2r106",0,NA,NA,NA,NA,NA
"Vmn2r105",0,NA,NA,NA,NA,NA
"Vmn1r-ps140",0,NA,NA,NA,NA,NA
"Fpr-rs6",0,NA,NA,NA,NA,NA
"Vmn1r-ps139",0,NA,NA,NA,NA,NA
"Fpr-rs7",0,NA,NA,NA,NA,NA
